doc,line,issue,severity,statement,correct,doc_touched_this_pass
concepts/checksum_architecture.md,14,OUTDATED,medium,"SUPB -> CRC32-C self-descriptor (structural only, not verified on mount)","SUPB self-descriptor is an 8-byte CRC64 that IS verified at mount, not an unverified CRC32-C (structure_reference A.3 / finding #332)",True
concepts/checksum_architecture.md,152,OUTDATED,medium,"The repair uses cached state, confirming no independent checksum enforcement.",The SUPB byte WAS repaired precisely because its 8-byte CRC64 self-checksum failed validation and the copy was healed from a valid one; there IS self-checksum enforcement (finding #332),True
concepts/checksum_architecture.md,31,CONTRADICTED,medium,| SUPB | CRC32-C (self-descriptor) | Superblock structural integrity |,"SUPB self-descriptor algorithm is 8-byte CRC64, not CRC32-C. finding #332; structure_reference.md line 133",True
concepts/checksum_architecture.md,32,CONTRADICTED,medium,| CHKP | CRC32-C (self-descriptor) | Checkpoint self-integrity; this is the Merkle root |,"CHKP self-descriptor algorithm is 8-byte CRC64, not CRC32-C. finding #332; structure_reference.md line 151",True
concepts/checksum_architecture.md,91,CONTRADICTED,medium,[SHA-256] Available as a format-time option from the Insider build onward (VBR 0x2A = 0x04).,"SHA-256 is a format-time option on regular Win11 24H2 v3.14 (non-Insider). image_feature_matrix.csv: win11refs2g_sha256checksums & win11refs2t64ksha256checksums are v3.14, is_sha256=True, is_insider=F",True
concepts/checksum_architecture.md,35,OUTDATED,medium,"Because it has no parent to store its checksum, it uses a CRC32-C self-descriptor instead of the CRC64 used for all child pages.","CHKP self-descriptor is an 8-byte CRC64 (distinct from the per-page page-reference CRC64), not CRC32-C. finding #332 / structure_reference L151.",True
concepts/checksum_architecture.md,83,CONTRADICTED,medium,CRC32-C (Castagnoli) Used exclusively for self-descriptors in the checkpoint (CHKP) and superblock (SUPB).,"SUPB/CHKP self-descriptors use an 8-byte CRC64, not CRC32-C. CRC32-C is only the optional per-block integrity-stream data checksum. finding #332.",True
concepts/checksum_architecture.md,91,CONTRADICTED,medium,SHA-256 ... Available as a format-time option from the Insider build onward (VBR 0x2A = 0x04).,"SHA-256 is available on v3.14 (Win11 24H2), not Insider-only: two v3.14 corpus images formatted with SHA-256 (win11refs2g_sha256checksums, win11refs2t64ksha256checksums, both is_insider=False). image_",True
concepts/checksum_architecture.md,35,CONTRADICTED,medium,it uses a CRC32-C self-descriptor instead of the CRC64 used for all child pages,"The checkpoint self-descriptor is ALSO an 8-byte CRC64 (distinct from per-page page-ref CRC64), not CRC32-C. finding #332 (E2).",True
concepts/checksum_architecture.md,91,OUTDATED,medium,SHA-256: Available as a format-time option from the Insider build onward (VBR 0x2A = 0x04).,"SHA-256 is a v3.14/24H2 format option, not Insider-only: image_feature_matrix has non-Insider v3.14 SHA-256 images (win11refs2g_sha256checksums); errata 'NOT Insider-specific' (errata l.376).",True
concepts/compression.md,64,CONTRADICTED,low,"| 0xA6 | i16 | level | signed (e.g. 9 LZ4, -1 ZSTD default) |","ZSTD default level = 3, not -1. CmsCompressionZSTD::GetDefaultCompressionLevel @276779 returns 3 (decomp win11_4b0558f6); doc's own table line 86 also says ZSTD default=3.",False
concepts/compression.md,79,INCONSISTENT,low,beyond the standard MSB+ page header (which ends at `0x70`),"Master structure_reference.md A.2 defines the Common Metadata Page Header as 80 bytes = 0x50 (fields end at 0x48+8=0x50), not 0x70. The compression policy at 0xA0 is beyond either boundary, so the loa",False
concepts/copy_on_write.md,89,OUTDATED,low,[Deletion Recovery](deletion_recovery.md) -- three methods to recover deleted data,"deletion_recovery.md documents five recovery methods (Methods 1-5; Method 5 slack recovery = finding #334), not three. Stale cross-reference count.",False
concepts/deletion_recovery.md,3,INCONSISTENT,low,ReFS provides four methods for recovering deleted or prior-version files,The doc itself lists FIVE numbered methods (Method 1-5); Method 5 = B+-tree Node Slack Recovery (finding #334). The intro count 'four' is stale and contradicts the body.,True
concepts/findings.md,76,OUTDATED,low,"Checkpoint flags | CHKP + 0x78 | Feature-activation register: 0x002 (original v3.4), 0x602 (upgraded), 0x682 (native v3.14)","CHKP+0x78 has more states than these three: also 0x082 (v3.10), 0x7b2 (dedup), 0x2602/0x2682 (Insider). The 3-value model is oversimplified (finding #339; CONTESTED FS_CHKP_RA_013). Low bits discrimin",False
concepts/findings.md,178,OUTDATED,low,[Deletion Recovery](deletion_recovery.md) -- three recovery methods,"deletion_recovery.md documents five recovery methods (Methods 1-5; Method 5 = finding #334), not three. Stale cross-reference count.",False
concepts/findings.md,73,OUTDATED,low,"VBR checksum-algorithm selector | 0x2A | 0x0000 = None (CRC32-C only), 0x0002 = CRC64, 0x0004 = SHA-256","The '(CRC32-C only)' note for 0x2A=0x0000 is misleading: SUPB/CHKP self-descriptors are CRC64, not CRC32-C; subtable A.1b labels 0x0000 simply 'None'. finding #332; structure_reference.md L51, L133.",False
concepts/findings.md,104,OUTDATED,medium,MLog Control Page ... Approximately 124 bytes remain undecoded across five gap regions.,B1 is closed (finding #329): the '~124 undecoded bytes in 5 gaps' are NOT hidden structure - they are zero gaps between fixed descriptors plus a zero tail (~93% of the 0xE48 area is zero on every imag,False
concepts/standard_information.md,19,OUTDATED,medium,DataSize (u64) | The $DATA stream's allocated size (8-byte-aligned) ... otherwise it is align8(content),DataSize = $DATA sub-record allocated_size (val+0x18) but NOT 8-byte-aligned: desktop.ini case allocated=129 != align8(logical)=136; drop the '(8-byte-aligned)' and align8(content) framing (finding #3,True
concepts/standard_information.md,19,OUTDATED,medium,The $DATA stream's allocated size (8-byte-aligned) ... otherwise it is align8(content),DataSize ($SI+0x38) = $DATA sub-record allocated_size (val+0x18) but is NOT always 8-byte-aligned; desktop.ini=129 (raw) refutes align8(logical). Drop the '(8-byte-aligned)' parenthetical (finding #32,True
concepts/standard_information.md,19,OUTDATED,medium,DataSize ($SI+0x38): The $DATA stream's allocated size (8-byte-aligned) ... otherwise it is align8(content),"DataSize = $DATA allocated_size (val+0x18) but it is NOT always 8-byte-aligned: desktop.ini allocated=129 != align8(logical)=136, DataSize=129 confirms allocated, REFUTES align8(logical). Drop the '(8",True
concepts/standard_information.md,19,CONTRADICTED,medium,0x38 | DataSize | The $DATA stream's allocated size (8-byte-aligned) ... otherwise it is align8(content),"DataSize ($SI+0x38) = $DATA allocated_size (val+0x18), which is NOT always 8-byte-aligned; discriminating case desktop.ini allocated=129 (raw), not align8(129)=136. Drop the '(8-byte-aligned)'/align8 ",True
concepts/standard_information.md,19,CONTRADICTED,medium,DataSize (u64) | The $DATA stream's **allocated size (8-byte-aligned)** ... otherwise it is `align8(content)`,"DataSize ($SI+0x38) = $DATA sub-record allocated_size (val+0x18), which is NOT always 8-byte-aligned and is NOT align8(content): the desktop.ini discriminating case has allocated=129 (raw), refuting a",True
concepts/standard_information.md,19,CONTRADICTED,medium,"0x38 | DataSize (u64) | The $DATA stream's allocated size (8-byte-aligned), NOT the logical file size.",DataSize = $DATA allocated_size (val+0x18) but is NOT 8-byte-aligned: desktop.ini allocated=129 != align8(129)=136 (finding #325 / errata E26). Sibling docs DATA.md L37/L48 and attributes/STANDARD_INF,True
concepts/standard_information.md,19,CONTRADICTED,medium,It equals the logical file size only when the content length is already a multiple of 8; otherwise it is align8(content),"align8(content) is explicitly REFUTED by #325: the discriminating desktop.ini case has allocated_size=129 (raw, unaligned) != align8(content)=136. allocated_size can equal the unaligned logical size; ",True
concepts/standard_information.md,19,OUTDATED,medium,DataSize ... allocated size (8-byte-aligned) ... otherwise it is align8(content),DataSize = $DATA allocated_size (val+0x18) but is NOT always 8-byte-aligned (desktop.ini=129 raw refutes align8=136); drop the align8 framing. finding #325; structure_reference.md L844.,True
concepts/standard_information.md,19,OUTDATED,medium,DataSize: The $DATA stream's allocated size (8-byte-aligned) ... otherwise it is align8(content),"DataSize == $DATA sub-record allocated_size (val+0x18), which is NOT always 8-byte-aligned and is NOT align8(logical): the 129B desktop.ini cases give DataSize=129 (raw), refuting align8. Drop the '(8",True
concepts/standard_information.md,19,OUTDATED,medium,DataSize ... The $DATA stream's **allocated size (8-byte-aligned)** ... otherwise it is `align8(content)`,"DataSize = $DATA allocated_size (val+0x18); allocated_size is NOT always 8-byte-aligned (desktop.ini=129 raw, not align8=136, refutes align8(logical)). Drop the '(8-byte-aligned)' parenthetical (findi",True
concepts/version_detection.md,7,OUTDATED,medium,"ReFS volumes exist in one of three states, distinguishable from the CHKP flags: 0x0002 / 0x0602 / 0x0682","The CHKP+0x78 flags field is not an exact 3-value enum {0x002,0x602,0x682}: also observed 0x082 (v3.10 native), 0x7b2 (dedup/compression), 0x2602/0x2682 (Insider). Only the low state bits discriminate",True
glossary.md,71,OUTDATED,medium,CRC32-C: Used only for the checkpoint's self-descriptor (the checkpoint is the Merkle root and has no parent to store a CRC64).,"The checkpoint (and SUPB) self-descriptor carries an 8-byte CRC64 self-checksum verified at mount, NOT CRC32-C. Finding #332 + structure_reference A.3/A.4 explicitly supersede the earlier 'uses CRC32-",True
glossary.md,105,INCONSISTENT,low,"956 ADS observed across 46 images, all inline (content 7--47 bytes).","Count 956 matches finding #285, but #285 states the 956-ADS census is across 111 images, not 46. Sibling docs (NAMED_DATA.md/SNAPSHOT.md) say 958/46, so the image count and total are inconsistent acro",True
ntfs_comparison.md,85,OUTDATED,medium,Partial substitute | -- | v3.4 Revision counter at $SI+0x58 (version-specific),"$SI+0x58 is NextFileId, a directory CHILD-CREATION ordinal, explicitly NOT a version/revision/CoW counter. The 'version counter' reading was retired. Source: errata E28; findings_register #264 (v3.4 +",True
ntfs_comparison.md,50,CONTRADICTED,medium,"ReFS 3.14 introduces background compression using LZ4/ZSTD that operates per-extent, asynchronously, and is not transparent to the file API.","24H2 compression is per-CONTAINER, NOT per-extent (no type-0x40 extent compression flag) — finding #323 / open_questions; also inconsistent with sibling compression.md line 7 ('per-container ... not p",True
structures/container_table.md,90,UNSUPPORTED,low,Root #7 (table ID 0x0B) and root #8 (table ID 0x0C) form a failover pair.,"The failover pair roots 7/8 is NOT bound to a fixed index→Table-ID order; the 2 TB win11refs2tmillionsofactions volume carries the pair swapped (root7→0x0C, root8→0x0B). The true invariant is the SET ",False
structures/page_references.md,64,OUTDATED,medium,| 0x02 | CRC64-ECMA | Standard metadata verification |,"Checksum type 0x02 is CRC64 with custom polynomial 0xAD93D23594C93659, NOT ECMA-182 (finding #326; checksum_architecture.md confirms ECMA-182 is RD-disproven)",True
structures/page_references.md,35,OUTDATED,low,| 0x22 | 1 | Checksum type (u8) | 0x02 (CRC64-ECMA) |,"Type 0x02 = CRC64 custom poly 0xAD93D23594C93659, NOT ECMA-182 (finding #326)",True
structures/page_references.md,89,OUTDATED,medium,The checkpoint uses CRC32-C (not CRC64) for its own self-descriptor.,"Checkpoint carries an 8-byte CRC64 self-checksum that IS verified at mount (LcnWithChecksum, len=8). The CRC32-C 'not validated' note is explicitly superseded. Source: finding #332; structure_referenc",True
structures/page_references.md,38,INCONSISTENT,low,"CRC64 checksum | Verified at mount from v3.14 (Format 2, 48-byte v3.10+ CRC64 page reference)","CRC64 metadata verification is 'Enabled from v3.10+', not first at v3.14; the 48-byte format itself is v3.10+. Source: structure_reference line 52 (VBR 0x2A=0x0002 CRC64-ECMA 'Enabled from v3.10+', 0x",True
structures/parent_child_table.md,3,OUTDATED,low,It records only directory-to-directory and directory-to-security-mapping relationships; regular files are not tracked in this table.,"The first row is 0x600->0x520 = root dir -> FS Metadata directory (NTFS $Extend equivalent), NOT a 'security mapping'. OID 0x520 is FS Metadata, not Security ID Mapping (errata E19; #156). The doc's o",False
structures/supb.md,8,OUTDATED,low,"Backup 1: Approximately total_clusters - 14,339 ; Backup 2: total_clusters - 14,338","SUPB has 3 copies: primary LCN 0x1E + two backups at VolSize-2 and VolSize-3 (computed from volume size, CmsVolume::ReadSuperBlock @211169) — finding #332 (E2), supersedes the older '-14,339/-14,338' ",False
structures/vbr.md,51,OUTDATED,medium,| 0x0002 | CRC64-ECMA | Enabled from v3.10+ | 0x30 (48 bytes) |,ReFS metadata CRC64 is NOT ECMA-182. It is a custom polynomial 0xAD93D23594C93659 (driver global ClMulCsCrc64); the ECMA-182 poly 0x42F0E1EBA9EA3693 is RD-disproven (finding #326). checksum_architectu,False
