ref_id,class,verdict,n_pass,n_applicable,correspondence,canonical_claim,static_artifact,disk_probe,validation,axis,reverify_verdict,reverify_evidence
FS_VBR_SA_013,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,"VBR: RefsIsBootSectorOurs: validates boot sector ownership. Checks ""ReFS"" signature at +0x03, sector size power-of-2, vo",proofs/static/RefsIsBootSectorOurs__decomp.txt,static_dossier,proofs/validation/FS_VBR_SA_013.csv,none,NEEDS-STATIC,"RefsIsBootSectorOurs validation logic (ReFS sig @0x03, sector-size power-of-2, sector-count>0) is a decompiled-function behavioral claim. Disk-side: all 113 images satisfy these preconditions (ReFS@0x03, bps=512 power-of-2, sector-count>0), consistent with the function accepting them."
FS_CHKP_RA_007,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,Checkpoint: CHKP 0x50-0x53: version echo field. Contains 0x00 on Win10 (3.4) and packed version 0x000E0003 on Win11 (3.1,proofs/static/ReadLatestCheckpoint__decomp.txt,static_dossier,proofs/validation/FS_CHKP_RA_007.csv,none,CONFIRMED-ALLDISK,"CHKP+0x50 version echo: 0x00000000 on v3.4/3.7/3.9 (12 imgs), 0x000E0003 on v3.14 native (35 imgs), 0x000A0003 on v3.10 (1). Matches '0 on Win10/3.4, packed 0x000E0003 on Win11/3.14'."
FS_CHKP_RA_011,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,Checkpoint: CHKP 0x7C-0x87: 12-byte reserved field. Prade Table 4.7 labeled these as 'Offset to table references' (0x7C),proofs/static/ValidateCheckpointRecord__decomp.txt,static_dossier,proofs/validation/FS_CHKP_RA_011.csv,none,CONFIRMED-ALLDISK,CHKP+0x7C..0x87 (12 bytes) == all-zero on 48/48 (both copies).
FS_SUPB_RA_003,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,Superblock: SUPB corruption is silently repaired during mount by Win11 3.14 driver. Corrupted Volume GUID byte (0x2A→0xD,proofs/static/ChooseSuperBlock__decomp.txt,static_dossier,proofs/validation/FS_SUPB_RA_003.csv,none,,
FS_CHKP_RA_003,BEHAVIORAL,STATIC-CITED,0,1,OK,Checkpoint: 3.4->3.14 upgrade: CHKP flags change from 0x002 to 0x602 (adds 0x200+0x400). Ref_size changes from 0x68 to 0,,cite,proofs/validation/FS_CHKP_RA_003.csv,none,NEEDS-STATIC,"Disk shows the END states cleanly (v3.4 flags=0x002/refsize=0x68 vs v3.14 flags=0x682-or-0x602/refsize=0x30), so the claimed deltas are consistent with disk. But the BEHAVIORAL transition (an upgrade EVENT changing 0x002->0x602, adding schemas) requires a before/after upgrade pair, not measurable from static snapshots alone."
FS_SUPB_RA_006,BEHAVIORAL,STATIC-CITED,0,1,OK,Superblock: Mount on clean volume triggers ~27 checkpoint increments and ~82 page writes. CHKP virtual clock advanced fr,,cite,proofs/validation/FS_SUPB_RA_006.csv,none,,
FS_VBR_RA_005,BEHAVIORAL,STATIC-CITED,0,1,OK,VBR: refsutil fixboot zeroes VBR fields 0x2A-0x57 (serial/container/GUID) — preserves only geometry (sector/cluster/coun,,cite,proofs/validation/FS_VBR_RA_005.csv,none,INFERRED,"Disk corroboration on the 1 fixboot image: win11refs2tmillionsofactions_aftersalvage_fixboottest.raw has serial=0 (0x38), container=0 (0x40), GUID=0 (0x48), 0x2A=0, flags=0x04; geometry (0x18 sectors, 0x20 bps, 0x24 spc, 0x28 version=3.14) preserved; VBR checksum recomputed and valid."
FS_VBR_RA_007,BEHAVIORAL,STATIC-CITED,0,1,OK,VBR: refsutil fixboot changes checksum selector (0x2A) from 0x02 to 0x00 — mismatches existing CRC64 metadata,,cite,proofs/validation/FS_VBR_RA_007.csv,none,INFERRED,"Fixboot image VBR 0x2A==0x00; a normal native v3.14 image has 0x2A==0x02 (CRC64). 0x2A selector distribution on disk: v3.14 {0x02:84, 0x00:4(upgraded), 0x04:4(SHA-256)}, v3.10 0x02, v3.4/3.7/3.9 0x00."
FS_VBR_RA_009,BEHAVIORAL,STATIC-CITED,0,1,OK,VBR: Version evolution: 3.7/3.9 structurally identical to 3.4; 3.10 is critical transition (CRC64+indirect roots+compact,,cite,proofs/validation/FS_VBR_RA_009.csv,none,INFERRED,"Version-evolution narrative. Disk supports the structural deltas: v3.10 is where Extended GUID (0x48) becomes nonzero (2/2), 0x2A becomes 0x02/CRC64 (2/2), and flags reach 0x66 (2/2); v3.7/3.9 share 0x26 flags + 0x00 selector + zero GUID like v3.4."
GN_HIER_SA_001,BEHAVIORAL,STATIC-CITED,0,1,OK,Architecture: In-memory hierarchy: VCB (per-volume) -> FCB (per-file) -> SCB (per-stream) -> CCB (per-handle). Attribute,,cite,proofs/validation/GN_HIER_SA_001.csv,none,,
MD_ATTR_SA_001,BEHAVIORAL,STATIC-CITED,0,1,OK,"Attributes: 9 new Win11 attributes: $EFS, $LXUID, $LXGID, $LXMOD, $LXDEV, $SNAPSHOT, $OBJ_LINK, $PAGE, $CBW4. Total: 17-",,cite,proofs/validation/MD_ATTR_SA_001.csv,none,,
FS_CHKP_007,PURE-RD-LAYOUT,CONFIRMED,112,112,OK,Checkpoint: 0x70-0x78: oldest log record reference (compound u64: byte offset + segment number),proofs/static/parse_chkp__forefst.txt,field_plausible,proofs/validation/FS_CHKP_007.csv,none,INFERRED,"CHKP+0x70..0x77 present on 48/48 (compound u64). The compound decomposition (low32=log offset, high32=segment) is not directly disk-verifiable without log cross-reference."
GN_PAGE_005,PURE-RD-LAYOUT,CONFIRMED,112,112,OK,Page Header: 0x18-0x20: tree update clock,,page_consistency,proofs/validation/GN_PAGE_005.csv,none,INFERRED,"page+0x18-0x20 (tree update clock): second 8-byte counter present, distinct from 0x10, non-zero on majority of MSB+ pages. Confirmed on all images as a populated u64 field."
FS_SUPB_007,STRUCTURAL,CONFIRMED,112,112,OK,Superblock: Two backup copies near end of partition,proofs/static/parse_supb__forefst.txt,supb_backup,proofs/validation/FS_SUPB_007.csv,none,CONTRADICTED,"backups at total_clusters-2/-3 (113/113), NOT -14339/-14338"
CT_INTS_001,PURE-RD-LAYOUT,CONFIRMED,112,112,OK,"Integrity State Table: Row format decoded: Key=16B [u64 start_lcn, u64 block_count], Value=24B [u64 start_lcn(dup), u64 ",proofs/static/walk_bplus__forefst.txt,ints_row,proofs/validation/CT_INTS_001.csv,none,,
FS_OTBL_002,STRUCTURAL,CONFIRMED,112,112,OK,Object Table: Value: page ref + durable LSN + variable buffer. Row header 8xu32 at start; generation counter at u32[6] =,proofs/static/build_object_map__forefst.txt,otbl_value,proofs/validation/FS_OTBL_002.csv,none,CONFIRMED-ALLDISK,"OT value header decoded on 34522/34522 rows across 113/113 ReFS images: value+0x00==0x2 (100%); u32[2] (value+0x08)==0x18 = key_offset (100%); u32[3] (value+0x0C)==0x30 = value_offset (100%); generation counter sits at u32[6] (value+0x18) and is a monotonic per-row epoch (0 for system OIDs 0x7-0x600, increasing for files). 4xQ LCN tuple at value+0x20 (build_object_map already reads these). The header-offset structure (page ref + record header + generation) is fully byte-confirmed."
FS_CHKP_RA_002,STRUCTURAL,CONFIRMED,112,112,OK,"Checkpoint: CHKP root reference sizes: 0x68(3.4), 0x30(3.14/CRC64), 0x48(3.14/SHA256)",proofs/static/parse_chkp__forefst.txt,field_plausible,proofs/validation/FS_CHKP_RA_002.csv,checksum,CONFIRMED-ALLDISK,"CHKP+0x5C page-ref size: 0x68 on all v3.4/3.7/3.9 (10 imgs), 0x30 on v3.14 CRC32-C/CRC64 (32 imgs incl 64K-CRC64), 0x48 on v3.14 SHA-256 (4 imgs), 0x30 on v3.10 (1). Matches 0x68(3.4)/0x30(3.14-CRC64)/0x48(SHA256)."
FS_CHKP_RA_005,PURE-RD-LAYOUT,CONTESTED,84,112,OK,Checkpoint: CHKP 0x88-0x8B: data area end offset. Value = first_root_offset + root_count * ref_size. 0x680 for 3.4 (13x1,proofs/static/parse_chkp__forefst.txt,field_plausible,proofs/validation/FS_CHKP_RA_005.csv,none,CONTRADICTED,"CHKP+0x88 data-area-end is NOT 'first_root_offset + root_count*ref_size'. v3.4: disk=0x680 but 0x94+13*0x68=0x5dc (mismatch). v3.14: disk=0x380/0x388 but 0x94+13*0x30=0x274. The headline VALUES (0x680 v3.4, ~0x380 v3.14, ~0x4d0 SHA256) are correct, but the FORMULA in the claim is wrong. 0x88 is version/cksum-keyed (0x680@refsize0x68, 0x370-0x388@refsize0x30, 0x4d0-0x4d8@refsize0x48), 16-byte granular, and 0x0 on 3 native-v3.14 images."
FS_DEL_RA_001,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,Deletion and Recovery: ReFS file deletion flow: RefsDeleteFile → MsDeleteRow (removes from directory B+ tree) → MsRepare,proofs/static/RefsDeleteFile__decomp.txt,static_dossier,proofs/validation/FS_DEL_RA_001.csv,none,NEEDS-STATIC,"Deletion flow (RefsDeleteFile -> MsDeleteRow -> MsReparentFileToTrash -> CmsTrashTable::AddFileTable OID 0xD -> TrashCleanerWorkItemMethod -> DeleteFileTable) is an E2 driver call-chain. The disk-observable end-states (Trash Table at OID 0xD, CoW old directory pages) are real - build_trash_set reads OID 0xD - but the call sequence itself is static-only."
FS_OTBL_RA_004,BEHAVIORAL,STATIC-CITED,0,1,OK,Object Table: OID 0x501 = Volume Information Table (failover/duplicate). Created alongside OID 0x500 by InitializeVolume,,cite,proofs/validation/FS_OTBL_RA_004.csv,none,CONFIRMED-ALLDISK,OID 0x500 present 113/113 and OID 0x501 (failover/duplicate) present 113/113.
FS_OTBL_RA_007,BEHAVIORAL,STATIC-CITED,0,1,OK,Object Table: OID chronology analysis: 400 objects in range 0x700-0x8F9 on test image (76.6% density). 128-bit File IDs ,,cite,proofs/validation/FS_OTBL_RA_007.csv,none,CONFIRMED-ALLDISK,"OID density over the user range (>=0x700) across 113 images: min 0.311, median 0.813, max 1.000 (fresh volumes 100%, worked volumes lower). The specific cited test image reproduced EXACTLY: win11refs4gattributestest2 has 387 user objects, density 0.7663 (=76.6%), OID span 0x700-0x8F9 — matching the claim's '400 objects 0x700-0x8F9, 76.6% density'. Lower OID = earlier creation, gaps = deletions (confirmed via winsider min=0x75e)."
MD_DATA_RA_007,BEHAVIORAL,STATIC-CITED,0,1,OK,Data Runs: Integrity stream extents use variable-stride entries. Checksum page entries (flags=0x1c00d0): 32 bytes (24-by,,cite,proofs/validation/MD_DATA_RA_007.csv,none,CONFIRMED-ALLDISK,0x180040 standard run / 0x1c00d0 integrity run_len1 — extent flags
MD_SI_RA_007,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,$SI: ExternalFileId_2/3 populated ONLY for cross-volume operations. RefsConvertToStandardInfoExternalId compares source ,proofs/static/RefsConvertToStandardInfoExternalId__decomp.txt,static_dossier,proofs/validation/MD_SI_RA_007.csv,none,CONFIRMED-ALLDISK,ExternalFileId_2 ($SI+0x60) = 0 on 32629/32629 own-rows across ALL 113 images (incl v3.4 and upgraded win10to11); ExternalFileId_3 ($SI+0x68) also 0/32629. No cross-volume-copy file exists in the corpus.
MD_TS_RA_006,BEHAVIORAL,STATIC-CITED,0,1,OK,Timestamps: win11refs8gtest4timestamps.raw volume structure: 244 objects OID range 0x7-0x823. Root OID=0x600 newtests=0x,,cite,proofs/validation/MD_TS_RA_006.csv,none,CONFIRMED-ALLDISK,"win11refs8gtest4timestamps.raw (v3.14): obj_map OID count = 244 (matches '244 objects'); OID range min=0x7, max=0x823 (matches '0x7-0x823'); root OID=0x600. Name resolution: test=0x707 (parent 0x600), newtests=0x741 (parent 0x600), viascript3=0x742 (parent newtests/0x741), v2=0x7AC (parent newtests/0x741) - all match the claim exactly."
MD_SI_RA_004,ABSENCE,CONFIRMED,112,112,OK,$SI: Directory DataSize=0 invariant: 32490/32490 directories (100%) have $SI+0x38 = 0 across all 110 tested images and a,,si_field,proofs/validation/MD_SI_RA_004.csv,none,CONFIRMED-ALLDISK,"directory $SI+0x38 (DataSize) = 0 on 25494/25494 directories across all 113 images (v3.4 through v3.14+/insider). 0 nonzero. Directory classification by presence of type-0x30 filename rows OR dir-attr bit, robust to native-v3.14 masked dir flag."
MD_SI_RA_010,ABSENCE,CONFIRMED,112,112,OK,"$SI: NextFileId ($SI+0x58, formerly ""VersionRefCount"") upper 32 always 0 across 521564 v3.7+ entries; full u64, max obse",,si_field,proofs/validation/MD_SI_RA_010.csv,none,CONFIRMED-ALLDISK,"NextFileId ($SI+0x58) upper 32 bits = 0 on 1205/1205 nonzero own-rows; full-u64 max = 46 across the corpus. (The structure_reference cites max 110001 on a larger image not isolated here; my own-row scan max=46, hi32 still 0.)"
MD_SI_RA_005,ABSENCE,CONFIRMED,18,18,OK,$SI: InternalFlags ($SI+0x24) transition: zero on ALL v3.4/v3.7/v3.9/v3.10 images (0/18). Non-zero on ALL v3.14 images (,,si_field,proofs/validation/MD_SI_RA_005.csv,version,CONFIRMED-ALLDISK,"InternalFlags @+0x4C (=$SI+0x24): on resident type-0x30 index entries = 0/5513 across 18 pre-3.14 images (v3.4/3.7/3.9/3.10), and 367338/404001 nonzero across 95 v3.14+ images with EVERY v3.14 image having res_nz>0 (0 images with res_n>0 and res_nz==0). On type-0x10 own-rows the only nonzero is 0x20 (reparse-trust) = 78 on winsider = exactly the 78 reparse points."
MD_SI_RA_001,STRUCTURAL,CONFIRMED,112,112,OK,"$SI: E21: $SI field corrections — ReparseTag at +0x54 (not 0x4C), HardLinkCount at +0x70 (not 0x48), +0x48 is conditiona",,si_field,proofs/validation/MD_SI_RA_001.csv,none,CONFIRMED-ALLDISK,"$SI base inside a type-0x10 own-row value is at value+0x28 (0x28-byte row header: size@0x00, si_off=0x28@0x04). With that base, the corrected offsets hold on all 113 images: ReparseTag@$SI+0x54 (val+0x7C), HardLinkCount@$SI+0x70 (val+0x98) is u32 ={0,1}, $SI+0x50 is a small u32, $SI+0x48 (UJID) is conditional u64. Probed raw bytes on v3.4 (win10refsmini) and v3.14 (win11refs2gtargeted) confirm field positions."
MD_SI_RA_012,ABSENCE,CONFIRMED,97,97,OK,$SI: ExternalFileObjectId ($SI+0x74 v3.7+): Only 1 non-zero entry across 525K entries (0xF000 on testads.txt in win11ref,,si_field,proofs/validation/MD_SI_RA_012.csv,version,CONFIRMED-ALLDISK,"ExternalFileObjectId ($SI+0x74, val+0x9C, v3.7+): 0 nonzero across all type-0x10 own-rows on all v3.14 images (extfobj74_nz total = 0). Effectively unused."
MD_SI_RA_011,ABSENCE,CONFIRMED,16,16,OK,$SI: PackedEaSize transition at v3.10 confirmed: v3.4-v3.9 max=12 (SYMLINK & 0xFFFF). v3.10+ max=209 (EA sizes). V4 inva,,si_field,proofs/validation/MD_SI_RA_011.csv,version,INFERRED,"$SI+0x50 (val+0x78): pre-3.10 images = all 0 (max 0, <=12, vacuously satisfies the v3.4-3.9 bound; corpus has NO reparse/symlink on pre-3.10 own-rows so the ReparseTagLow16 upper value and the V4 invariant ReparseTagLow16==Tag&0xFFFF cannot be exercised). v3.10+ = PackedEaSize up to 45 on own-rows (attribute-test images); reference cites 209 on EA-heavy resident entries."
MD_SI_RA_002,BEHAVIORAL,STATIC-CITED,0,1,OK,$SI: $SI+0x38 DataSize is populated ONLY in resident directory entry $SI (val > 84 bytes). Child OID type 0x10 $SI alway,,cite,proofs/validation/MD_SI_RA_002.csv,none,CONFIRMED-ALLDISK,"type-0x10 $SI+0x38 (DataSize slot, val+0x60) = 0 on 32629/32629 own-rows incl all 25494 directories AND all 7135 files. The populated size lives in the resident type-0x30 index entry: val+0x58(FileSize) nz 47559/47908 + val+0x60(AllocSize) nz 47560/47908 on winsider; the resident entry is the 'val>84' case the claim names."
MD_SI_RA_003,BEHAVIORAL,STATIC-CITED,0,1,OK,$SI: Resident $SI DataSize 97.9% exact match vs embedded $DATA content size (32573/33263 on winsider.raw). 689 mismatche,,cite,proofs/validation/MD_SI_RA_003.csv,none,CONFIRMED-ALLDISK,resident type-0x30 value+0x58 == independently-parsed embedded-$DATA size on 405721/409514 (99.07%) resident entries across all 113 images. Mismatches are the known 8-byte-alignment-padding cases (DataSize = ceil-to-8 of content).
MD_SI_RA_006,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,"$SI: InternalFlags bit mapping: bit0=DELETE/DISPOSITION (FCB bit27 — set in DeleteDirectoryOnDisk/EFS paths, NOT integri",proofs/static/RefsComputeStandardInformationFromFcb__decomp.txt,static_dossier,proofs/validation/MD_SI_RA_006.csv,none,NEEDS-STATIC,"On-disk: type-0x10 own-row iflags take values {0, 0x20}; resident type-0x30 iflags take {0,0x08,0x28}. The individual bit-to-FCB-bit mapping (bit0=DELETE/DISPOSITION etc.) is not derivable from disk bytes alone."
MD_SI_RA_008,STRUCTURAL,CONFIRMED,112,112,OK,"$SI: $SI+0x58 (v3.4 ""ExternalFileId_1"" / v3.7+ ""VersionRefCount"") = NextFileId, a directory CHILD-CREATION ordinal — NOT",,si_field,proofs/validation/MD_SI_RA_008.csv,none,CONFIRMED-ALLDISK,"NextFileId ($SI+0x58, val+0x80): nonzero on 1205 own-rows, upper-32-bits ZERO on 1205/1205, max observed = 46 (small near-contiguous ints). Probed values 1,2,5 on v3.4. 0 on native-v3.14 dir own-rows (persisted to object-record payload on v3.11+, per §C.7)."
MD_SI_RA_013,BEHAVIORAL,STATIC-CITED,0,1,OK,"$SI: $SI+0x40 ClassTag = the file LastUsn (byte offset of its most recent $UsnJrnl:$J record, from journal write cursor ",,cite,proofs/validation/MD_SI_RA_013.csv,none,CONFIRMED-ALLDISK,"LastUsn ($SI+0x40, val+0x68): nonzero on 3392 own-rows across exactly 10 USN-active images (winsider 2890, win11refstestmftecmd 200, win11refs4gattributestest2 270, win11refs2gtargeted 8, win11refslasttests x4...); ALL 3392 are 8-byte aligned (3392/3392) and upper-32 = 0 (3392/3392). UsnJournalId ($SI+0x48, val+0x70) co-populated on the same 10 images. Zero on all 103 USN-inactive images."
MD_SI_RA_014,BEHAVIORAL,STATIC-CITED,0,1,OK,$SI: InternalFlags ($SI+0x24) bit5 (0x20) = symlink/junction REDIRECTION-TRUST level (FCB[0xf4] bit1 from IoComputeRedir,,cite,proofs/validation/MD_SI_RA_014.csv,none,INFERRED,InternalFlags bit5 (0x20) appears on type-0x10 own-rows: count = 78 on winsider.raw = exactly the 78 reparse points (0x20 is the only nonzero own-row iflags value observed). Consistent with bit5=symlink/junction redirection-trust.
MD_SI_RA_015,BEHAVIORAL,STATIC-CITED,0,1,OK,"$SI: USN ($SI+0x30) is a change-journal BYTE-OFFSET re-sourced from the $DATA (type 0x80) stream summary +0x10, NOT the ",,cite,proofs/validation/MD_SI_RA_015.csv,none,CONTRADICTED,"$SI+0x30 is UNPOPULATED (0/32629), not a USN — E30 retracted"
MD_SI_SA_001,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,SI: $SI size: Win10=116B (0x74); Win11=124B (0x7C). RefsMapStandardInfo validates minimum size. NOT backward-compatible,proofs/static/RefsMapStandardInfo__decomp.txt,static_dossier,proofs/validation/MD_SI_SA_001.csv,version,NEEDS-STATIC,"type-0x10 own-row value lengths: v3.4 = uniformly 640B; v3.14 = variable 456..>528B (depends on embedded sub-record chain length). The value includes a 0x28 row header + $SI + embedded sub-records, so the raw vlen does NOT directly equal the 116/124-byte $SI size. The $SI itself spans value+0x28 to +0x28+0x74 (Win10=116) or +0x28+0x7C (Win11=124)."
MD_SI_SA_002,BEHAVIORAL,STATIC-CONFIRMED,1,1,OK,SI: RefsComputeStandardInformationFromFcb (Win11 only): constructs complete 124-byte $STANDARD_INFORMATION from FCB fiel,proofs/static/RefsComputeStandardInformationFromFcb__decomp.txt,static_dossier,proofs/validation/MD_SI_SA_002.csv,none,NEEDS-STATIC,"All $SI offsets that RefsComputeStandardInformationFromFcb maps are individually disk-confirmed at value+0x28+offset (timestamps, attrs, iflags, LastUsn, UJID, PackedEaSize, ReparseTag, NextFileId, HardLinkCount). The function-level construction logic itself is decompilation-only."
MD_FTBL_001,STRUCTURAL,CONFIRMED,112,112,OK,File Table: Creation time,,si_field,proofs/validation/MD_FTBL_001.csv,none,,
MD_FTBL_002,STRUCTURAL,CONFIRMED,112,112,OK,File Table: Modification time,,si_field,proofs/validation/MD_FTBL_002.csv,none,,
MD_FTBL_003,STRUCTURAL,CONFIRMED,112,112,OK,File Table: Metadata modification time,,si_field,proofs/validation/MD_FTBL_003.csv,none,,
MD_FTBL_004,STRUCTURAL,CONFIRMED,112,112,OK,File Table: Access time,,si_field,proofs/validation/MD_FTBL_004.csv,none,,
MD_FTBL_005,BEHAVIORAL,STATIC-CITED,0,1,OK,File Table: Flags,,cite,proofs/validation/MD_FTBL_005.csv,none,,
MD_FTBL_006,BEHAVIORAL,STATIC-CITED,0,1,OK,File Table: Security descriptor ID,,cite,proofs/validation/MD_FTBL_006.csv,none,,
MD_FTBL_007,BEHAVIORAL,STATIC-CITED,0,1,OK,File Table: Size / Allocated size,,cite,proofs/validation/MD_FTBL_007.csv,none,,
MD_ATTR_001,STRUCTURAL,CONFIRMED,112,112,OK,"Attributes: $STANDARD_INFORMATION: present, role moved to fixed metadata",proofs/static/build_object_map__forefst.txt,attr_types,proofs/validation/MD_ATTR_001.csv,none,INFERRED,"$STANDARD_INFORMATION present as the type-0x10 own-row value across 32605 user OIDs on all 107 ReFS images (the $SI body lives at value+0x28..+0xA3). Semantic 'role moved to fixed metadata' is an E2/static label, not a byte-decidable on-disk fact."
MD_ATTR_002,STRUCTURAL,CONFIRMED,112,112,OK,Attributes: $FILENAME: present in driver,proofs/static/build_object_map__forefst.txt,attr_types,proofs/validation/MD_ATTR_002.csv,none,CONFIRMED-ALLDISK,$FILE_NAME entries present: type-0x30 directory keys with UTF-16LE names decode on every image; 525178 type-0x30 keys across 107 images. Filename presence is disk-evident.
MD_ATTR_005,BEHAVIORAL,STATIC-CITED,0,1,OK,Attributes: $DATA: core file content (always non-resident),,cite,proofs/validation/MD_ATTR_005.csv,none,,
MD_ATTR_RA_016,ABSENCE,CONFIRMED,112,112,OK,"Sub-records: Types 0x50/0x60/0x70: ZERO sub-records in user objects across 111 images. 0x50 in OID 0x500 (key 0x520, 448",proofs/static/build_object_map__forefst.txt,attr_types,proofs/validation/MD_ATTR_RA_016.csv,corpus,CONFIRMED-ALLDISK,"Types 0x50/0x60/0x70: ZERO embedded sub-records in user objects across all 107 images (0/0/0). Type 0xF0 IS present: exactly 1 per image on 9 distinct USN-active images, always 44 bytes, SI marker (0x80000001), on system OID 0x520 (Change Journal $Max). Images: win11refs2gtargeted, win11refs4gattributestest2, win11refslasttests(+baselines x4), win11refstestmftecmd, winsider."
MD_ATTR_RA_009,PURE-RD-LAYOUT,CONFIRMED,48,48,OK,Sub-records: Common sub-record VALUE header: 12-byte prefix [4B padding=0][4B data_area_size][4B constant=0x0C]. Shared ,,subrec,proofs/validation/MD_ATTR_RA_009.csv,none,CONFIRMED-ALLDISK,"The genuine 12-byte-header invariant is const@offset8 == 0x0C: holds 378222/378222 (100%) across SI_0x80(367356), 0xB0(985), 0xC0(2099), 0xD0(3900), 0xE0(3875), 0x100(7). The 'padding=0' (offset 0) part holds 100% for 0x80/0xC0/0xD0/0xE0/0x100 but NOT for 30 of 985 0xB0 ADS records, which carry stream flags 0x1c000000 in the first 4 bytes. The offset-4 'data_area_size' does NOT equal summary@0x0C in general."
MD_ATTR_RA_010,PURE-RD-LAYOUT,CONFIRMED,48,48,OK,"Sub-records: $REPARSE_V2 (0xC0): REPARSE_DATA_BUFFER stored verbatim at val[0x0C]. Tag at val[0x0C], data_length at val[",,subrec,proofs/validation/MD_ATTR_RA_010.csv,none,CONFIRMED-ALLDISK,"0xC0 REPARSE tags at val[0x0C] across 2099 reparse records: 0xa000000c(MOUNT_POINT)=2018, 0xa0000003=47, 0x8000001b(APPEXECLINK)=28, 0x80000024(LX_FIFO)=3, 0x80000023(AF_UNIX)=1, 0x80000025(LX_CHR)=1, 0x80000026(LX_BLK)=1. APPEXECLINK=0x8000001b CONFIRMED (not WCI/WOF); AF_UNIX=0x80000023, LX_CHR=0x80000025, LX_BLK=0x80000026 all observed as the correction states."
MD_ATTR_RA_011,PURE-RD-LAYOUT,CONFIRMED,4,4,OK,Sub-records: $EA_INFO (0xD0): fixed 20B. CORRECTION: $SI+0x50 PackedEaSize (v3.10+) = val[0x0C] (= Σ(5+EaNameLength+EaVa,,subrec,proofs/validation/MD_ATTR_RA_011.csv,none,CONFIRMED-ALLDISK,"EA_INFO(0xD0) is fixed 20B: 3900/3900. $SI+0x50 (= type-0x10 value+0x78, since $SI base is value+0x28) == EA_INFO val[0x0C] in 5/5 files where $SI+0x50 is nonzero; == val[0x10] in 0/5. The inversion CORRECTION is directionally confirmed (PackedEaSize=val[0x0C], NOT val[0x10]). Example: val[0x0C]=45, val[0x10]=60, $SI+0x50=45."
MD_ATTR_RA_012,PURE-RD-LAYOUT,CONFIRMED,4,4,OK,Sub-records: $EA (0xE0): FILE_FULL_EA_INFORMATION chain at val[0x0C]. Standard NT format. Common EAs: $KERNEL.PURGE.ESBC,,subrec,proofs/validation/MD_ATTR_RA_012.csv,none,CONFIRMED-ALLDISK,"0xE0 $EA: FILE_FULL_EA_INFORMATION chain at val[0x0C] parses cleanly on 3875/3875 records using standard NextEntryOffset traversal. Value lengths 36-244B. EA names observed: $CI.CATALOGHINT(2182), $KERNEL.PURGE.ESBCACHE(1664), $KERNEL.PURGE.APPXFICACHE(1659), $LXMOD/$LXUID/$LXGID(23 each), APPLICENSING(3), $LXDEV(2)."
MD_ATTR_RA_013,STRUCTURAL,CONFIRMED,4,4,OK,Sub-records: $EA_INFO/$EA co-occurrence: 3854 pairs always co-occur. 25 orphan $EA_INFO without $EA. 0 orphan $EA withou,,subrec,proofs/validation/MD_ATTR_RA_013.csv,none,CONFIRMED-ALLDISK,"Per-container (type-0x10 value or resident type-0x30 value), D0 and E0 ALWAYS co-occur: 3875 containers with both, 0 orphan D0, 0 orphan E0 across 107 images. The co-occurrence invariant holds even STRONGER than claimed."
MD_EFS_RA_005,PURE-RD-LAYOUT,RD-LIMITED,2,2,OK,Sub-records: $EFS (type 0x100): key contains '$EFS' stream name. Value 676B follows common 12B header. EFS version=2 at ,,subrec,proofs/validation/MD_EFS_RA_005.csv,none,CONFIRMED-ALLDISK,"$EFS (0x100): key contains '$EFS' (7/7), follows common 12B header (const@8=0x0C), EFS version=2 at val[0x14] in 7/7, value length 676B in 6/7 (one 732B variant). On win11refs4gattributestest2.raw exactly 4 $EFS entries, all 676B version=2 - matching the claim's '4 entries on win11refs4gattributestest2'."
MD_SNAP_RA_006,PURE-RD-LAYOUT,CONFIRMED,47,47,OK,"Sub-records: $SNAPSHOT/ADS (0xB0): identical stream summary format to SI $DATA. Storage type at val[0x10]: 0=ADS, non-ze",,subrec,proofs/validation/MD_SNAP_RA_006.csv,none,CONFIRMED-ALLDISK,"$SNAPSHOT/ADS (0xB0) storage-type at val[0x10]: 0=ADS, non-zero(==2)=snapshot, confirmed on 985 entries across 47 images (956 ADS + 29 snapshots). Same stream-summary offset layout as SI $DATA. Snapshot sub-records observed with snapshot name stored inline as UTF-16LE in the sub-record key at key[16:] (e.g. 'firstversion','v2','v3','last' on win11refs2tsnapshots)."
